Date,Price,Open,High,Low,Vol.,Change %
2019-04-25,1277.35,"1,275.60","1,282.78","1,273.50",,0.16%
2019-04-26,1286.25,"1,277.42","1,288.99","1,276.05",,0.70%
2019-04-29,1279.8,"1,286.40","1,286.81","1,277.78",,-0.50%
2019-04-30,1283.6,"1,279.98","1,286.39","1,279.54",,0.30%
2019-05-01,1276.61,"1,283.46","1,287.21","1,272.99",,-0.54%
2019-05-02,1270.54,"1,276.81","1,278.18","1,266.10",,-0.48%
2019-05-03,1279.19,"1,270.61","1,282.67","1,268.81",,0.68%
2019-05-06,1280.33,"1,281.06","1,285.76","1,276.60",,0.09%
2019-05-07,1285.15,"1,281.55","1,286.74","1,278.50",,0.38%
2019-05-08,1280.93,"1,284.16","1,291.79","1,279.35",,-0.33%
2019-05-09,1284.14,"1,280.49","1,288.52","1,279.41",,0.25%
2019-05-10,1286.0,"1,284.36","1,289.73","1,283.21",,0.14%
2019-05-13,1299.9,"1,286.56","1,301.35","1,281.60",,1.08%
2019-05-14,1297.03,"1,300.11","1,303.51","1,293.33",,-0.22%
2019-05-15,1296.66,"1,297.17","1,301.02","1,292.70",,-0.03%
2019-05-16,1286.65,"1,296.75","1,298.92","1,283.95",,-0.77%
2019-05-17,1277.55,"1,286.50","1,289.29","1,274.91",,-0.71%
2019-05-20,1277.74,"1,277.80","1,279.14","1,273.47",,0.01%
2019-05-21,1274.97,"1,277.95","1,278.06","1,269.22",,-0.22%
2019-05-22,1273.62,"1,274.61","1,277.42","1,272.15",,-0.11%
2019-05-23,1283.45,"1,273.80","1,287.63","1,272.58",,0.77%
2019-05-24,1284.89,"1,283.40","1,285.42","1,280.45",,0.11%
2019-05-27,1285.2,"1,285.80","1,287.72","1,283.80",,0.02%
2019-05-28,1279.49,"1,285.59","1,286.86","1,276.07",,-0.44%
2019-05-29,1279.6,"1,279.71","1,285.77","1,278.87",,0.01%
2019-05-30,1288.85,"1,279.71","1,289.22","1,274.79",,0.72%
2019-05-31,1305.65,"1,288.35","1,307.04","1,288.09",,1.30%
2019-06-03,1325.17,"1,307.55","1,328.30","1,306.70",,1.50%
2019-06-04,1325.28,"1,325.05","1,329.38","1,319.98",,0.01%
2019-06-05,1330.18,"1,325.50","1,344.26","1,324.60",,0.37%
2019-06-06,1335.55,"1,332.36","1,340.43","1,327.80",,0.40%
2019-06-07,1340.7,"1,335.60","1,348.48","1,330.08",,0.39%
2019-06-10,1328.13,"1,335.96","1,337.84","1,324.90",,-0.94%
2019-06-11,1326.91,"1,328.26","1,330.06","1,319.60",,-0.09%
2019-06-12,1333.55,"1,326.78","1,338.62","1,326.18",,0.50%
2019-06-13,1342.35,"1,334.00","1,343.43","1,332.27",,0.66%
2019-06-14,1341.58,"1,341.55","1,358.29","1,337.83",,-0.06%
2019-06-17,1339.54,"1,341.91","1,343.38","1,332.70",,-0.15%
2019-06-18,1346.48,"1,340.09","1,354.60","1,338.65",,0.52%
2019-06-19,1360.27,"1,346.56","1,362.50","1,341.15",,1.02%
2019-06-20,1388.18,"1,360.36","1,393.24","1,357.80",,2.05%
2019-06-21,1399.05,"1,388.22","1,411.18","1,382.40",,0.78%
2019-06-24,1419.55,"1,401.35","1,421.30","1,400.48",,1.47%
2019-06-25,1423.25,"1,419.17","1,439.03","1,412.30",,0.26%
2019-06-26,1408.75,"1,423.91","1,424.06","1,402.38",,-1.02%
2019-06-27,1409.68,"1,409.56","1,412.00","1,400.25",,0.07%
2019-06-28,1409.5,"1,409.56","1,424.64","1,406.81",,-0.01%
2019-07-01,1384.31,"1,392.83","1,397.56","1,381.76",,-1.79%
2019-07-02,1418.44,"1,383.40","1,419.72","1,383.40",,2.47%
2019-07-03,1418.94,"1,419.95","1,436.39","1,412.48",,0.04%
2019-07-04,1415.64,"1,419.80","1,422.00","1,410.59",,-0.23%
2019-07-05,1399.95,"1,415.81","1,424.36","1,386.92",,-1.11%
2019-07-08,1395.5,"1,399.95","1,407.90","1,391.75",,-0.32%
2019-07-09,1397.9,"1,395.30","1,399.90","1,386.21",,0.17%
2019-07-10,1419.0,"1,397.80","1,419.20","1,389.75",,1.51%
2019-07-11,1404.0,"1,419.40","1,426.40","1,401.60",,-1.06%
2019-07-12,1415.74,"1,403.85","1,416.88","1,403.06",,0.84%
2019-07-15,1414.08,"1,415.90","1,419.75","1,407.76",,-0.12%
2019-07-16,1406.33,"1,414.69","1,418.43","1,401.18",,-0.55%
2019-07-17,1426.8,"1,406.41","1,427.00","1,399.95",,1.46%
2019-07-18,1446.3,"1,426.90","1,448.30","1,414.66",,1.37%
2019-07-19,1425.3,"1,446.38","1,452.98","1,420.29",,-1.45%
2019-07-22,1425.12,"1,425.15","1,429.83","1,422.35",,-0.01%
2019-07-23,1417.39,"1,425.15","1,429.25","1,414.20",,-0.54%
2019-07-24,1425.9,"1,417.26","1,429.30","1,416.20",,0.60%
2019-07-25,1414.53,"1,426.60","1,433.86","1,411.17",,-0.80%
2019-07-26,1418.69,"1,414.59","1,424.80","1,413.77",,0.29%
2019-07-29,1426.94,"1,419.04","1,428.25","1,416.86",,0.58%
2019-07-30,1430.85,"1,426.71","1,433.03","1,421.91",,0.27%
2019-07-31,1413.8,"1,430.91","1,432.94","1,411.35",,-1.19%
2019-08-01,1445.31,"1,411.21","1,445.81","1,400.56",,2.23%
2019-08-02,1440.7,"1,445.66","1,448.05","1,430.08",,-0.32%
2019-08-05,1463.8,"1,440.60","1,469.80","1,436.90",,1.60%
2019-08-06,1474.27,"1,464.20","1,475.21","1,456.65",,0.72%
2019-08-07,1501.2,"1,474.25","1,510.40","1,472.36",,1.83%
2019-08-08,1500.95,"1,501.95","1,510.35","1,490.74",,-0.02%
2019-08-09,1497.24,"1,501.40","1,508.40","1,494.62",,-0.25%
2019-08-12,1511.4,"1,497.51","1,517.71","1,487.68",,0.95%
2019-08-13,1501.39,"1,510.61","1,534.56","1,481.31",,-0.66%
2019-08-14,1516.34,"1,501.38","1,524.10","1,494.25",,1.00%
2019-08-15,1523.2,"1,516.74","1,526.76","1,508.25",,0.45%
2019-08-16,1514.15,"1,524.00","1,527.80","1,504.20",,-0.59%
2019-08-19,1495.3,"1,511.00","1,512.90","1,492.40",,-1.24%
2019-08-20,1507.1,"1,495.55","1,508.39","1,492.75",,0.79%
2019-08-21,1502.3,"1,507.70","1,508.40","1,496.10",,-0.32%
2019-08-22,1498.8,"1,502.10","1,504.60","1,491.70",,-0.23%
2019-08-23,1526.85,"1,499.55","1,530.43","1,493.45",,1.87%
2019-08-26,1526.35,"1,539.25","1,554.91","1,524.55",,-0.03%
2019-08-27,1542.64,"1,526.25","1,544.63","1,524.75",,1.07%
2019-08-28,1539.1,"1,541.69","1,547.10","1,531.50",,-0.23%
2019-08-29,1527.7,"1,539.20","1,550.70","1,519.40",,-0.74%
2019-08-30,1520.25,"1,527.60","1,533.40","1,517.51",,-0.49%
2019-09-02,1530.59,"1,520.05","1,533.77","1,519.05",,0.68%
2019-09-03,1547.0,"1,529.60","1,549.80","1,521.40",,1.07%
2019-09-04,1552.6,"1,547.05","1,557.25","1,533.68",,0.36%
2019-09-05,1519.35,"1,552.45","1,553.25","1,509.28",,-2.14%
2019-09-06,1506.95,"1,519.25","1,527.70","1,502.75",,-0.82%
2019-09-09,1498.95,"1,507.10","1,515.50","1,497.60",,-0.53%
2019-09-10,1486.4,"1,499.60","1,501.90","1,484.80",,-0.84%
2019-09-11,1497.6,"1,486.45","1,498.41","1,484.90",,0.75%
2019-09-12,1498.95,"1,497.45","1,523.86","1,488.65",,0.09%
2019-09-13,1488.7,"1,498.45","1,509.06","1,485.51",,-0.68%
2019-09-16,1498.8,"1,503.59","1,512.81","1,496.20",,0.68%
2019-09-17,1503.1,"1,499.45","1,507.90","1,493.90",,0.29%
2019-09-18,1493.9,"1,501.40","1,511.25","1,484.41",,-0.61%
2019-09-19,1499.2,"1,493.60","1,504.20","1,488.80",,0.35%
2019-09-20,1517.15,"1,499.60","1,517.21","1,498.00",,1.20%
2019-09-23,1522.12,"1,516.65","1,527.05","1,511.35",,0.33%
2019-09-24,1532.3,"1,522.50","1,536.10","1,515.95",,0.67%
2019-09-25,1504.15,"1,531.60","1,535.40","1,501.41",,-1.84%
2019-09-26,1505.8,"1,503.89","1,512.60","1,501.74",,0.11%
2019-09-27,1496.94,"1,506.18","1,507.79","1,486.98",,-0.59%
2019-09-30,1472.25,"1,497.08","1,500.50","1,464.24",,-1.65%
2019-10-01,1478.98,"1,472.30","1,487.42","1,458.90",,0.46%
2019-10-02,1499.51,"1,479.19","1,504.98","1,474.25",,1.39%
2019-10-03,1505.0,"1,499.55","1,518.75","1,495.85",,0.37%
2019-10-04,1504.6,"1,505.19","1,510.94","1,497.01",,-0.03%
2019-10-07,1493.6,"1,504.76","1,509.47","1,489.94",,-0.73%
2019-10-08,1505.51,"1,493.40","1,508.56","1,487.49",,0.80%
2019-10-09,1505.7,"1,506.06","1,511.60","1,499.70",,0.01%
2019-10-10,1494.3,"1,505.60","1,517.07","1,491.40",,-0.76%
2019-10-11,1489.85,"1,494.46","1,503.49","1,474.30",,-0.30%
2019-10-14,1492.9,"1,488.60","1,497.10","1,482.60",,0.20%
2019-10-15,1481.17,"1,493.25","1,497.99","1,477.46",,-0.79%
2019-10-16,1489.77,"1,481.28","1,491.60","1,477.05",,0.58%
2019-10-17,1491.89,"1,490.40","1,497.43","1,483.35",,0.14%
2019-10-18,1490.1,"1,492.32","1,494.33","1,484.80",,-0.12%
2019-10-21,1484.5,"1,492.02","1,495.31","1,481.75",,-0.38%
2019-10-22,1488.05,"1,484.66","1,489.17","1,480.84",,0.24%
2019-10-23,1492.1,"1,488.20","1,496.24","1,487.49",,0.27%
2019-10-24,1503.65,"1,492.30","1,504.21","1,488.02",,0.77%
2019-10-25,1504.73,"1,504.75","1,518.10","1,500.55",,0.07%
2019-10-28,1492.69,"1,504.21","1,508.36","1,489.65",,-0.80%
2019-10-29,1487.6,"1,492.64","1,495.00","1,483.71",,-0.34%
2019-10-30,1495.4,"1,487.60","1,496.80","1,481.02",,0.52%
2019-10-31,1513.36,"1,496.39","1,514.39","1,493.64",,1.20%
2019-11-01,1513.95,"1,513.53","1,515.81","1,503.30",,0.04%
2019-11-04,1509.63,"1,513.80","1,514.93","1,504.46",,-0.29%
2019-11-05,1484.1,"1,509.64","1,509.90","1,479.35",,-1.69%
2019-11-06,1490.46,"1,484.10","1,494.30","1,482.21",,0.43%
2019-11-07,1468.07,"1,490.29","1,492.32","1,461.00",,-1.50%
2019-11-08,1458.66,"1,468.01","1,473.25","1,456.05",,-0.64%
2019-11-11,1455.9,"1,458.96","1,466.59","1,448.14",,-0.19%
2019-11-12,1457.19,"1,455.79","1,460.32","1,445.43",,0.09%
2019-11-13,1463.19,"1,457.19","1,467.14","1,455.90",,0.41%
2019-11-14,1471.2,"1,463.18","1,474.48","1,460.76",,0.55%
2019-11-15,1467.37,"1,471.20","1,471.43","1,462.05",,-0.26%
2019-11-18,1470.85,"1,467.51","1,474.10","1,455.97",,0.24%
2019-11-19,1472.38,"1,470.85","1,475.50","1,464.30",,0.10%
2019-11-20,1471.25,"1,472.39","1,478.90","1,465.66",,-0.08%
2019-11-21,1464.4,"1,471.40","1,475.85","1,462.43",,-0.47%
2019-11-22,1462.29,"1,464.40","1,473.15","1,461.00",,-0.14%
2019-11-25,1454.97,"1,462.14","1,462.14","1,453.50",,-0.50%
2019-11-26,1461.6,"1,455.28","1,463.06","1,450.70",,0.46%
2019-11-27,1454.35,"1,461.35","1,461.82","1,452.20",,-0.50%
2019-11-28,1458.34,"1,456.85","1,458.45","1,454.19",,0.27%
2019-11-29,1464.8,"1,456.70","1,467.21","1,453.38",,0.44%
2019-12-02,1462.44,"1,466.73","1,466.73","1,453.70",,-0.16%
2019-12-03,1477.34,"1,462.50","1,481.90","1,458.87",,1.02%
2019-12-04,1474.35,"1,477.21","1,484.25","1,471.21",,-0.20%
2019-12-05,1475.7,"1,474.06","1,480.50","1,472.60",,0.09%
2019-12-06,1459.76,"1,475.85","1,477.15","1,458.42",,-1.08%
2019-12-09,1461.99,"1,459.19","1,465.50","1,458.55",,0.15%
2019-12-10,1464.21,"1,462.08","1,469.24","1,459.55",,0.15%
2019-12-11,1474.85,"1,464.04","1,478.90","1,462.14",,0.73%
2019-12-12,1469.43,"1,474.85","1,486.90","1,464.45",,-0.37%
2019-12-13,1475.81,"1,469.62","1,478.00","1,462.41",,0.43%
2019-12-16,1476.25,"1,475.45","1,479.86","1,472.80",,0.03%
2019-12-17,1476.45,"1,476.25","1,480.61","1,474.06",,0.01%
2019-12-18,1475.44,"1,476.45","1,479.39","1,470.10",,-0.07%
2019-12-19,1479.15,"1,475.29","1,481.90","1,472.60",,0.25%
2019-12-20,1478.2,"1,479.29","1,481.06","1,475.50",,-0.06%
2019-12-23,1485.52,"1,478.20","1,486.16","1,477.50",,0.50%
2019-12-24,1499.56,"1,486.07","1,501.08","1,484.96",,0.95%
2019-12-25,1499.55,"1,499.55","1,499.55","1,499.55",,0.00%
2019-12-26,1511.55,"1,499.41","1,512.55","1,497.45",,0.80%
2019-12-27,1510.67,"1,511.55","1,515.34","1,506.73",,-0.06%
2019-12-30,1515.22,"1,511.49","1,516.30","1,509.96",,0.30%
2019-12-31,1517.39,"1,515.51","1,525.59","1,514.79",,0.14%
2020-01-01,1517.3,"1,517.26","1,517.48","1,517.20",,-0.01%
2020-01-02,1528.94,"1,517.13","1,531.30","1,517.09",,0.77%
2020-01-03,1551.65,"1,529.11","1,553.45","1,527.95",,1.49%
2020-01-06,1565.96,"1,560.59","1,582.69","1,560.59",,0.92%
2020-01-07,1573.99,"1,565.93","1,577.38","1,555.10",,0.51%
2020-01-08,1555.81,"1,573.99","1,611.00","1,551.97",,-1.16%
2020-01-09,1552.37,"1,555.76","1,561.33","1,539.88",,-0.22%
2020-01-10,1562.28,"1,552.26","1,563.19","1,545.32",,0.64%
2020-01-13,1548.3,"1,562.29","1,562.30","1,546.52",,-0.89%
2020-01-14,1546.37,"1,548.31","1,548.80","1,535.88",,-0.12%
2020-01-15,1556.19,"1,546.26","1,558.23","1,546.01",,0.64%
2020-01-16,1552.79,"1,556.17","1,558.14","1,547.85",,-0.22%
2020-01-17,1556.61,"1,552.90","1,561.30","1,549.26",,0.25%
2020-01-20,1561.58,"1,558.56","1,562.81","1,556.35",,0.32%
2020-01-21,1558.02,"1,560.85","1,568.65","1,546.25",,-0.23%
2020-01-22,1558.91,"1,558.03","1,559.35","1,549.81",,0.06%
2020-01-23,1563.33,"1,558.93","1,567.94","1,551.29",,0.28%
2020-01-24,1570.65,"1,563.29","1,575.76","1,556.16",,0.47%
2020-01-27,1581.95,"1,579.99","1,586.72","1,575.59",,0.72%
2020-01-28,1566.24,"1,582.05","1,583.17","1,565.64",,-0.99%
2020-01-29,1577.12,"1,566.21","1,577.96","1,563.10",,0.69%
2020-01-30,1574.22,"1,576.98","1,585.97","1,572.49",,-0.18%
2020-01-31,1590.2,"1,574.27","1,590.20","1,570.84",,1.02%
2020-02-03,1576.45,"1,589.85","1,591.86","1,571.26",,-0.86%
2020-02-04,1552.55,"1,576.30","1,579.54","1,548.99",,-1.52%
2020-02-05,1556.7,"1,552.57","1,562.31","1,547.20",,0.27%
2020-02-06,1566.85,"1,556.88","1,568.29","1,552.24",,0.65%
2020-02-07,1570.29,"1,566.96","1,574.05","1,562.38",,0.22%
2020-02-10,1572.3,"1,569.94","1,577.16","1,568.01",,0.13%
2020-02-11,1567.72,"1,572.01","1,573.96","1,562.18",,-0.29%
2020-02-12,1565.63,"1,567.73","1,570.48","1,561.46",,-0.13%
2020-02-13,1576.39,"1,565.62","1,578.11","1,565.43",,0.69%
2020-02-14,1584.7,"1,576.29","1,585.04","1,573.15",,0.53%
2020-02-17,1581.1,"1,584.75","1,584.86","1,578.40",,-0.23%
2020-02-18,1601.91,"1,583.31","1,605.35","1,582.96",,1.32%
2020-02-19,1611.64,"1,601.80","1,612.91","1,599.49",,0.61%
2020-02-20,1619.7,"1,611.71","1,623.74","1,603.89",,0.50%
2020-02-21,1643.7,"1,619.79","1,649.14","1,618.99",,1.48%
2020-02-24,1660.72,"1,658.96","1,688.96","1,652.30",,1.04%
2020-02-25,1635.38,"1,660.72","1,660.85","1,629.01",,-1.53%
2020-02-26,1639.96,"1,635.46","1,655.07","1,625.72",,0.28%
2020-02-27,1642.35,"1,640.56","1,660.44","1,635.66",,0.15%
2020-02-28,1585.12,"1,642.14","1,649.49","1,565.86",,-3.48%
2020-03-02,1590.73,"1,590.99","1,610.78","1,579.54",,0.35%
2020-03-03,1639.77,"1,590.78","1,649.50","1,587.79",,3.08%
2020-03-04,1635.83,"1,639.85","1,651.68","1,631.99",,-0.24%
2020-03-05,1670.61,"1,635.83","1,674.66","1,634.92",,2.13%
2020-03-06,1674.23,"1,670.66","1,692.11","1,647.98",,0.22%
2020-03-09,1680.2,"1,694.60","1,703.16","1,657.96",,0.36%
2020-03-10,1649.36,"1,678.90","1,680.36","1,642.11",,-1.84%
2020-03-11,1635.03,"1,649.69","1,670.97","1,632.90",,-0.87%
2020-03-12,1577.09,"1,634.69","1,650.13","1,560.96",,-3.54%
2020-03-13,1529.7,"1,576.83","1,597.72","1,506.73",,-3.00%
2020-03-16,1514.61,"1,550.59","1,573.49","1,451.68",,-0.99%
2020-03-17,1528.58,"1,512.05","1,553.11","1,465.60",,0.92%
2020-03-18,1486.3,"1,527.30","1,546.05","1,472.60",,-2.77%
2020-03-19,1471.0,"1,486.10","1,501.61","1,464.75",,-1.03%
2020-03-20,1498.24,"1,470.39","1,516.43","1,460.49",,1.85%
2020-03-23,1553.81,"1,508.25","1,561.76","1,485.40",,3.71%
2020-03-24,1622.03,"1,565.36","1,644.35","1,564.77",,4.39%
2020-03-25,1613.79,"1,618.79","1,636.29","1,584.18",,-0.51%
2020-03-26,1632.38,"1,620.16","1,645.80","1,595.81",,1.15%
2020-03-27,1623.5,"1,634.99","1,640.76","1,614.75",,-0.54%
2020-03-30,1623.3,"1,617.38","1,635.59","1,607.63",,-0.01%
2020-03-31,1571.31,"1,612.25","1,623.52","1,562.25",,-3.20%
2020-04-01,1595.05,"1,569.45","1,604.12","1,568.91",,1.51%
2020-04-02,1613.79,"1,590.75","1,621.27","1,576.43",,1.17%
2020-04-03,1618.45,"1,609.99","1,627.04","1,607.00",,0.29%
2020-04-06,1663.0,"1,596.80","1,669.76","1,596.80",,2.75%
2020-04-07,1648.95,"1,662.38","1,671.88","1,641.06",,-0.84%
2020-04-08,1646.52,"1,645.94","1,657.06","1,641.15",,-0.15%
2020-04-09,1684.07,"1,644.28","1,690.29","1,642.34",,2.28%
2020-04-10,1689.9,"1,675.00","1,696.50","1,675.00",,0.35%
2020-04-13,1714.32,"1,682.25","1,722.36","1,672.95",,1.45%
2020-04-14,1729.7,"1,714.09","1,748.50","1,709.10",,0.90%
2020-04-15,1716.6,"1,729.43","1,731.43","1,706.99",,-0.76%
2020-04-16,1718.4,"1,716.29","1,738.74","1,706.92",,0.10%
2020-04-17,1684.69,"1,713.49","1,718.69","1,678.52",,-1.96%
2020-04-20,1694.12,"1,691.44","1,703.02","1,671.74",,0.56%
2020-04-21,1687.02,"1,694.22","1,698.48","1,660.99",,-0.42%
2020-04-22,1714.82,"1,686.47","1,719.66","1,680.05",,1.65%
2020-04-23,1731.59,"1,713.00","1,738.84","1,704.05",,0.98%
2020-04-24,1729.43,"1,733.32","1,737.89","1,710.63",,-0.12%
2020-04-27,1715.57,"1,724.86","1,727.82","1,705.82",,-0.80%
2020-04-28,1708.63,"1,716.19","1,716.19","1,691.80",,-0.40%
2020-04-29,1712.38,"1,708.72","1,717.52","1,697.72",,0.22%
2020-04-30,1685.05,"1,715.22","1,726.14","1,684.16",,-1.60%
2020-05-01,1700.41,"1,685.24","1,706.21","1,669.82",,0.91%
2020-05-04,1701.69,"1,697.26","1,712.00","1,690.96",,0.08%
2020-05-05,1707.17,"1,701.78","1,712.60","1,691.13",,0.32%
2020-05-06,1685.88,"1,705.77","1,707.85","1,681.34",,-1.25%
2020-05-07,1717.94,"1,686.08","1,722.02","1,681.96",,1.90%
2020-05-08,1702.65,"1,717.46","1,724.56","1,701.61",,-0.89%
2020-05-11,1697.35,"1,703.76","1,713.67","1,691.56",,-0.31%
2020-05-12,1702.72,"1,696.25","1,711.04","1,692.28",,0.32%
2020-05-13,1715.99,"1,701.21","1,718.33","1,697.92",,0.78%
2020-05-14,1730.65,"1,715.01","1,737.34","1,710.39",,0.85%
2020-05-15,1743.0,"1,731.13","1,753.25","1,728.52",,0.71%
2020-05-18,1732.32,"1,742.93","1,764.81","1,726.26",,-0.61%
2020-05-19,1745.11,"1,733.37","1,748.77","1,725.83",,0.74%
2020-05-20,1749.5,"1,744.44","1,754.08","1,740.91",,0.25%
2020-05-21,1726.34,"1,750.18","1,750.64","1,717.56",,-1.32%
2020-05-22,1736.07,"1,725.26","1,741.51","1,724.29",,0.56%
2020-05-25,1729.57,"1,734.73","1,735.57","1,720.47",,-0.37%
2020-05-26,1712.45,"1,729.65","1,736.29","1,708.31",,-0.99%
2020-05-27,1709.25,"1,712.03","1,715.77","1,693.60",,-0.19%
2020-05-28,1719.4,"1,709.68","1,727.69","1,707.19",,0.59%
2020-05-29,1728.3,"1,721.70","1,738.99","1,713.79",,0.52%
2020-06-01,1740.34,"1,736.42","1,744.52","1,727.03",,0.70%
2020-06-02,1727.97,"1,740.93","1,745.54","1,721.52",,-0.71%
2020-06-03,1698.63,"1,728.97","1,732.92","1,690.01",,-1.70%
2020-06-04,1711.84,"1,699.11","1,722.22","1,697.40",,0.78%
2020-06-05,1685.83,"1,711.20","1,716.39","1,670.75",,-1.52%
2020-06-08,1695.47,"1,684.16","1,701.27","1,677.61",,0.57%
2020-06-09,1714.57,"1,700.25","1,720.75","1,691.92",,1.13%
2020-06-10,1737.1,"1,714.33","1,740.29","1,708.83",,1.31%
2020-06-11,1727.51,"1,737.11","1,744.72","1,721.34",,-0.55%
2020-06-12,1730.8,"1,728.32","1,743.59","1,723.12",,0.19%
2020-06-15,1725.53,"1,732.35","1,734.78","1,704.76",,-0.30%
2020-06-16,1727.46,"1,725.79","1,733.06","1,715.93",,0.11%
2020-06-17,1727.04,"1,727.34","1,730.62","1,713.37",,-0.02%
2020-06-18,1722.99,"1,725.57","1,736.87","1,717.28",,-0.23%
2020-06-19,1743.62,"1,723.16","1,745.68","1,721.36",,1.20%
2020-06-22,1755.44,"1,749.00","1,763.82","1,743.78",,0.68%
2020-06-23,1767.54,"1,756.03","1,771.69","1,747.90",,0.69%
2020-06-24,1762.43,"1,769.09","1,780.06","1,761.09",,-0.29%
2020-06-25,1761.82,"1,759.76","1,768.84","1,755.23",,-0.03%
2020-06-26,1771.47,"1,762.35","1,772.36","1,748.04",,0.55%
2020-06-29,1772.28,"1,773.27","1,775.86","1,766.07",,0.05%
2020-06-30,1781.66,"1,771.77","1,786.46","1,765.77",,0.53%
2020-07-01,1770.32,"1,780.91","1,789.27","1,759.02",,-0.64%
2020-07-02,1776.13,"1,769.60","1,780.21","1,757.85",,0.33%
2020-07-03,1775.05,"1,774.03","1,777.01","1,772.03",,-0.06%
2020-07-06,1783.9,"1,776.24","1,786.98","1,770.09",,0.50%
2020-07-07,1795.26,"1,784.57","1,797.93","1,774.37",,0.64%
2020-07-08,1810.78,"1,794.93","1,818.37","1,791.82",,0.86%
2020-07-09,1803.19,"1,810.68","1,815.99","1,795.76",,-0.42%
2020-07-10,1798.89,"1,801.71","1,810.94","1,794.47",,-0.24%
2020-07-13,1803.39,"1,798.69","1,813.65","1,797.94",,0.25%
2020-07-14,1807.78,"1,802.77","1,810.94","1,791.02",,0.24%
2020-07-15,1811.9,"1,808.14","1,815.00","1,802.91",,0.23%
2020-07-16,1797.05,"1,811.72","1,813.41","1,795.10",,-0.82%
2020-07-17,1809.9,"1,797.30","1,812.59","1,795.11",,0.72%
2020-07-20,1816.09,"1,809.28","1,820.76","1,805.70",,0.34%
2020-07-21,1842.22,"1,815.53","1,843.75","1,815.44",,1.44%
2020-07-22,1872.07,"1,841.89","1,872.41","1,840.25",,1.62%
2020-07-23,1887.44,"1,871.97","1,898.49","1,862.38",,0.82%
2020-07-24,1901.46,"1,886.83","1,906.47","1,881.58",,0.74%
2020-07-27,1942.42,"1,899.29","1,945.71","1,899.29",,2.15%
2020-07-28,1959.5,"1,942.22","1,981.14","1,907.69",,0.88%
2020-07-29,1970.73,"1,959.71","1,980.67","1,944.96",,0.57%
2020-07-30,1960.5,"1,970.89","1,972.25","1,940.17",,-0.52%
2020-07-31,1975.89,"1,960.96","1,981.11","1,955.99",,0.79%
2020-08-03,1977.25,"1,980.43","1,985.22","1,960.15",,0.07%
2020-08-04,2018.52,"1,976.45","2,019.96","1,968.38",,2.09%
2020-08-05,2040.4,"2,018.98","2,056.10","2,010.33",,1.08%
2020-08-06,2063.81,"2,040.03","2,069.84","2,034.83",,1.15%
2020-08-07,2035.03,"2,064.52","2,072.90","2,015.48",,-1.39%
2020-08-10,2027.77,"2,033.71","2,050.10","2,019.42",,-0.36%
2020-08-11,1911.64,"2,027.11","2,031.59","1,901.57",,-5.73%
2020-08-12,1918.07,"1,911.26","1,949.26","1,863.92",,0.34%
2020-08-13,1954.0,"1,920.87","1,966.83","1,913.42",,1.87%
2020-08-14,1944.29,"1,953.98","1,962.62","1,932.46",,-0.50%
2020-08-17,1986.2,"1,946.22","1,990.91","1,929.74",,2.16%
2020-08-18,2001.2,"1,985.47","2,015.23","1,977.56",,0.76%
2020-08-19,1929.82,"2,001.22","2,006.51","1,924.63",,-3.57%
2020-08-20,1943.6,"1,929.28","1,955.99","1,925.47",,0.71%
2020-08-21,1940.16,"1,946.96","1,956.37","1,911.76",,-0.18%
2020-08-24,1933.09,"1,938.63","1,962.04","1,924.28",,-0.36%
2020-08-25,1928.19,"1,932.66","1,937.55","1,914.31",,-0.25%
2020-08-26,1954.03,"1,928.66","1,955.15","1,902.81",,1.34%
2020-08-27,1929.2,"1,953.35","1,976.32","1,909.96",,-1.27%
2020-08-28,1964.89,"1,929.44","1,973.81","1,923.71",,1.85%
2020-08-31,1970.15,"1,965.39","1,976.53","1,954.55",,0.27%
2020-09-01,1970.49,"1,967.58","1,992.26","1,963.22",,0.02%
2020-09-02,1942.98,"1,969.71","1,974.41","1,932.75",,-1.40%
2020-09-03,1930.85,"1,943.00","1,951.15","1,921.95",,-0.62%
2020-09-04,1932.85,"1,931.51","1,942.25","1,916.64",,0.10%
2020-09-07,1929.18,"1,930.35","1,941.45","1,924.43",,-0.19%
2020-09-08,1931.26,"1,929.14","1,940.80","1,906.57",,0.11%
2020-09-09,1946.66,"1,932.26","1,950.95","1,920.20",,0.80%
2020-09-10,1954.07,"1,946.06","1,966.50","1,941.42",,0.38%
2020-09-11,1941.5,"1,955.20","1,957.95","1,937.42",,-0.64%
2020-09-14,1956.37,"1,941.05","1,962.52","1,937.46",,0.77%
2020-09-15,1955.52,"1,957.31","1,972.35","1,948.64",,-0.04%
2020-09-16,1959.32,"1,956.19","1,973.63","1,949.89",,0.19%
2020-09-17,1942.6,"1,959.99","1,963.48","1,932.99",,-0.85%
2020-09-18,1949.69,"1,943.87","1,960.20","1,941.79",,0.37%
2020-09-21,1912.57,"1,949.55","1,955.75","1,883.21",,-1.90%
2020-09-22,1899.28,"1,912.80","1,919.99","1,894.93",,-0.69%
2020-09-23,1863.55,"1,900.20","1,905.56","1,855.77",,-1.88%
2020-09-24,1868.04,"1,863.42","1,877.30","1,848.45",,0.24%
2020-09-25,1860.05,"1,868.61","1,875.28","1,852.59",,-0.43%
2020-09-28,1880.85,"1,859.00","1,883.39","1,849.19",,1.12%
